     ,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,738.0231707,1764.052346,400.1572084,978.7379841,2240.893199,1867.55799,-977.2778799,950.0884175,-151.3572083,-103.2188518,410.5985019
1,400.6460152,144.0435712,1454.273507,761.0377251,121.6750165,443.8632327,333.6743274,1494.079073,-205.1582638,313.0677017,-854.0957393
2,189.9001559,-2552.989816,653.6185954,864.4361989,-742.1650204,2269.754624,-1454.365675,45.7585173,-187.18385,1532.779214,1469.35877
3,-78.39944892,154.9474257,378.1625196,-887.7857476,-1980.796468,-347.9121493,156.3489691,1230.290681,1202.379849,-387.3268174,-302.3027506
4,-547.3735313,-1048.552965,-1420.017937,-1706.270191,1950.775395,-509.6521818,-438.0743016,-1252.79536,777.4903558,-1613.897848,-212.7402802
5,-242.7925882,-895.4665612,386.9024979,-510.8051376,-1180.632184,-28.18222834,428.3318705,66.51722238,302.4718977,-634.3220937,-362.741166
6,-581.8566348,-672.4604478,-359.5531615,-813.146282,-1726.282602,177.4261423,-401.7809362,-1630.198347,462.7822555,-907.2983644,51.9453958
7,-122.4854116,729.0905622,128.9829108,1139.400685,-1234.82582,402.3416412,-684.8100909,-870.7971492,-578.8496648,-311.5525321,56.16534223
8,303.179061,-1165.149841,900.826487,465.6624397,-1536.243686,1488.252194,1895.889176,1178.779571,-179.9248358,-1070.752622,1054.451727
9,539.2393674,-403.176947,1222.44507,208.2749781,976.6390365,356.3663972,706.5731682,10.50002072,1785.870494,126.9120927,401.9893634
10,324.7184152,1883.150697,-1347.759061,-1270.484998,969.3967082,-1173.123405,1943.621186,-413.6189808,-747.4548114,1922.942026,1480.514791
11,668.5423828,1867.55896,906.0446583,-861.2256851,1910.064953,-268.003371,802.4563958,947.2519678,-155.0100931,614.0793703,922.2066716
12,255.1313181,376.4255312,-1099.400791,298.2381742,1326.385897,-694.5678597,-149.6345403,-435.1535517,1849.263728,672.294757,407.4618362
13,-116.1344504,-769.9160744,539.2491913,-674.3326607,31.83055827,-635.8460784,676.4332949,576.5908166,-208.2987556,396.0067127,-1093.061509
14,150.416535,-1491.257593,439.3917013,166.6734954,635.0314369,2383.144775,944.479487,-912.8222254,1117.016288,-1315.907411,-461.5846048
15,-222.6607339,-68.24160532,1713.342722,-744.754822,-826.4385387,-98.45252443,-663.4782864,1126.635922,-1079.931508,-1147.468652,-437.8200447
16,104.7385069,-498.0324507,1929.532054,949.4208069,87.55124139,-1225.435519,844.3629764,-1000.215347,-1544.771097,1188.029792,316.9426119
17,-83.82696146,920.8588238,318.7276529,856.8306119,-651.0255933,-1034.242842,681.5945183,-803.4096642,-689.5497778,-455.5325035,17.47915903
18,-582.1559625,-353.9939113,-1374.951293,-643.6184028,-2223.403152,625.231451,-1602.057656,-1104.383339,52.16507926,-739.5629964,1543.014595
19,321.3606577,-1292.85691,267.0508693,-39.28281823,-1168.093498,523.2766605,-171.5463312,771.7905512,823.504154,2163.235949,1336.527949
20,-41.10450313,-369.1818379,-239.3791776,1099.659596,655.2637307,640.1315261,-1616.956044,-24.3261244,-738.0309092,279.924599,-98.15038964
21,277.199316,910.1789081,317.2182152,786.3279621,-466.4190967,-944.4462559,-410.0496932,-17.02041386,379.1517356,2259.308951,-42.25715166
22,-320.8126522,-955.9450005,-345.9817757,-463.5959746,481.4814738,-1540.797014,63.2619942,156.506538,232.1810362,-597.316069,-237.9217297
23,-189.1510267,-1424.060909,-493.3198834,-542.861476,416.0500463,-1156.182432,781.1981017,1494.484544,-2069.985025,426.2587308,676.908035
24,-349.8235502,-637.4370256,-397.2718143,-132.8805776,-297.7908794,-309.012969,-1676.003806,1152.331565,1079.618592,-813.3642592,-1466.424328
25,-192.7330805,521.0648765,-575.7879698,141.9531633,-319.3284171,691.5387511,694.7491437,-725.5973785,-1383.363955,-1582.938397,610.3793791
26,-369.323105,-1188.859258,-506.8163543,-596.3140385,-52.56729627,-1936.279806,188.7785968,523.8910238,88.42208704,-310.8861717,97.40016627
27,-65.94565055,399.0463456,-2772.592756,1955.912308,390.0933227,-652.4085824,-390.9533752,493.7417773,-116.103939,-2030.684468,2064.492861
28,480.6703102,-110.5406572,1020.172712,-692.0498478,1536.377054,286.3436889,608.8438345,-1045.253366,1211.14529,689.8181645,1301.84623
29,178.7013365,-628.0875596,-481.0271185,2303.916698,-1060.015823,-135.9497007,1136.891363,97.72496771,582.9536798,-399.4490293,370.0558878
30,-238.7851389,-1306.526852,1658.13068,-118.1640451,-680.178204,666.383082,-460.7197874,-1334.258471,-1346.717506,693.7731527,-159.5734381
31,-170.1979857,-133.7015597,1077.743806,-1126.825809,-730.6777529,-384.8798092,94.35158932,-42.17145129,-286.8871924,-61.6264021,-107.3052763
32,-128.1026682,-719.6043886,-812.9929886,274.5163577,-890.915083,-1157.355259,-312.2922511,-157.6670162,2256.723497,-704.7002759,943.260725
33,-323.4653221,747.1883342,-1188.944955,773.2529774,-1183.88064,-2659.172238,606.3195244,-1755.890583,450.9344618,-684.0108977,1659.550796
34,-128.7883281,1068.509399,-453.3858039,-687.837611,-1214.077403,-440.9226323,-280.3554952,-364.6935444,156.7038553,578.5214977,349.654457
35,-488.0676716,-764.1439239,-1437.791474,1364.531848,-689.4491845,-652.2935999,-521.1893123,-1843.06955,-477.974004,-479.655814,620.3582983
36,13.80395768,698.4571491,3.770889086,931.8483741,339.9649838,-15.6821116,160.9281683,-190.6534936,-394.849514,-267.7335369,-1128.011331
37,16.87888286,280.4417053,-993.1236109,841.6312641,-249.4585802,49.49498165,493.8367763,643.3144651,-1570.623409,-206.9036762,880.1789121
38,-685.1964025,-1698.105819,387.2804754,-2255.564229,-1022.506844,38.63055184,-1656.715102,-985.5107377,-1471.835007,1648.134932,164.2277555
39,163.9536111,567.2902779,-222.6751005,-353.4317488,-1616.474189,-291.8373627,-761.4922118,857.9239243,1141.101867,1466.578716,852.5519395
40,-212.3908329,-598.6539369,-1115.896986,766.6631816,356.2928175,-1768.538451,355.4817927,814.5198225,58.92558918,-185.053671,-807.6484876
41,498.0875412,-1446.5347,800.2979493,-309.1144448,-233.4666615,1732.721187,684.5011069,370.8250013,142.0618052,1519.994861,1719.589307
42,-259.1343957,929.5051115,582.2245914,-2094.603071,123.7219142,-130.1069542,93.95322939,943.0460873,-2739.677167,-569.3120535,269.9043549
43,31.14997046,-466.8455461,-1416.906113,868.9634869,276.8719058,-971.1045704,314.8172045,821.585712,5.292646299,800.5648034,78.26017516
44,-208.5776897,-395.2289827,-1159.420516,-85.93076697,194.292938,875.8327616,-115.1074685,457.4156062,-964.6120137,-782.6291558,-110.389299
45,34.61843362,-1054.628464,820.2478373,463.1303293,279.0957644,338.9041252,2021.043561,-468.864188,-2201.441286,199.3001969,-50.60354096
46,-363.5320385,-517.5190425,-978.8298594,-439.1895218,181.3384292,-502.8167006,2412.45368,-960.5043816,-793.1173627,-2288.62004,251.484415
47,125.3320376,-2016.406628,-539.4546334,-275.6705346,-709.7279658,1738.872677,994.3943913,1319.136876,-882.4188185,1128.594065,496.0009463
48,91.60046708,771.4059487,1029.438829,-908.763246,-424.317621,862.5960113,-2655.619093,1513.328083,553.1320642,-45.70396066,220.5076558
49,137.2043485,-1029.935283,-349.9433646,1100.284338,1298.021972,2696.224053,-73.92466628,-658.5529668,-514.2339659,-1018.041875,-77.85475594
50,-279.6230045,382.73243,-34.24228053,1096.346846,-234.2158013,-347.4506525,-581.2684769,-1632.634526,-1567.767724,-1179.157931,1301.428072
51,205.876151,895.2602729,1374.964066,-1332.211655,-1968.62469,-660.0563201,175.8189533,498.6902749,1047.972156,284.2796708,1742.668781
52,-350.8941204,-222.6056809,-913.079218,-1681.218215,-888.9713581,242.117961,-888.7202574,936.7424635,1412.327706,-2369.586905,864.0523005
53,-317.016856,-2239.604059,401.4990551,1224.870564,64.85610634,-1279.689173,-585.4312043,-261.6454457,-182.2447838,-202.8968408,-109.8827793
54,-147.88463,213.4800489,-1208.573654,-242.0198299,1518.26117,-384.6454231,-443.8360932,1078.197304,-2559.184666,1181.378601,-631.903758
55,-289.8395136,163.9285725,96.32135592,942.4681192,-267.5947462,-678.0257816,1297.845791,-2364.173817,20.33418171,-1347.925423,-761.5733883
56,135.4957193,2011.256681,-44.59542646,195.0696972,-1781.562856,-729.0446588,196.5574007,354.7576931,616.8865544,8.627898918,527.0042085
57,-126.6941922,453.7819126,-1829.740411,37.00572191,767.9024077,589.8798207,-363.85881,-805.6265075,-1118.311924,-131.0540115,1133.07988
58,-720.1576422,-1951.804101,-659.8917297,-1139.802455,784.9575212,-554.3096266,-470.6376582,-216.9495699,445.3932509,-392.3889981,-3046.143055
59,-138.5717104,543.3118914,439.0429577,-219.5410283,-1084.036621,351.7801107,379.2355335,-470.0328827,-216.7314706,-930.1565025,-178.5890921
60,-587.0585336,-1550.429345,417.318821,-944.3684908,238.1031478,-1405.962916,-590.0576459,-110.4894051,-1660.699812,115.1478731,-379.1475629
61,-93.96175557,-1742.356198,-1303.242754,605.1200841,895.5559856,-131.9086398,404.761812,223.8435633,329.6229821,1285.984007,-1506.998398
62,-3.66360275,676.4607324,-382.0089556,-224.2589343,-302.2497305,-375.1471167,-1226.196192,183.3391993,1670.943033,-56.13302045,-1.385042735
63,75.53730971,-687.2990372,-117.4745464,466.166426,-370.2424407,-453.8040411,403.2645402,-918.0047698,252.4966271,820.3217973,1359.948542
64,170.0744437,-90.38200728,1367.59724,1034.409886,-996.2126404,-1217.938512,-304.9636379,1028.935493,-72.28700756,-600.6575577,1552.24318
65,-322.315907,286.904488,-2320.594276,317.1606263,520.0406146,225.6086545,449.7121002,-67.27560892,-1318.39587,-370.7040032,-945.6157956
66,-331.4494884,-932.7409108,-1263.068349,452.4890926,97.89614541,-448.1653627,-649.3379277,-23.42310502,1079.194728,-2004.215715,376.8765209
67,-277.9102406,-545.711974,-1884.585845,-1945.703083,-912.7834941,219.5095558,393.062934,-938.9815727,1017.020991,1422.983497,396.086585
68,151.5691341,-591.4026678,1124.419185,755.3956957,867.4074114,-656.463675,-2834.554505,2116.791021,-1610.878403,-35.76807186,2380.745351
69,-130.3176612,330.5767563,949.2464736,-1502.396569,-1777.666955,-532.702792,1090.749734,-346.2494476,-794.6363211,197.9672899,1081.935218
70,239.5386263,-1444.940199,-1210.542994,-788.6692545,1094.638375,234.8215259,2132.153411,936.4457258,-35.09517687,1265.077838,211.4970127
71,-58.33982198,-704.9213525,679.9748442,-696.3266539,-290.3971008,1327.782696,-101.2814862,-803.1413873,-464.3376914,1021.790586,-552.5406734
72,-187.7281079,-386.8708469,-510.2927396,183.9254943,-385.4897604,-1601.836049,-887.1809418,-932.7890415,1243.319384,812.6740421,587.2593794
73,-444.1558017,-505.3583173,-815.791542,-507.5176017,-1051.880103,2497.200392,-2245.321648,564.0085351,-1284.552298,-104.3434915,-988.0019425
74,-169.601244,-1177.628962,-1140.196301,1754.986154,-132.9884223,-765.7021945,555.7869641,10.34931457,720.0337593,-1824.256656,303.6039045
75,49.78584134,772.6948371,-1661.598291,448.1952844,1696.181573,-14.85770335,821.405937,670.5704503,-707.5056975,39.76673459,-1566.994711
76,173.2181774,-451.3030371,265.687975,723.1004937,24.61212525,719.9837301,-1102.906213,-101.6972746,19.27938451,1849.591247,-214.1666562
77,-543.6094876,-499.016638,21.35122384,-919.1134449,192.7538491,-365.0552165,-1791.327548,-58.58655113,-317.5430939,-1632.423302,-67.13415461
78,145.6930451,1489.355962,521.3037483,611.9271927,-1341.496726,476.8983689,148.4495814,529.0452383,422.6286217,-1359.780726,-41.40081156
79,-440.7940622,-757.8708604,-50.08409428,-897.4009269,1312.470367,-858.9723884,-898.9421565,74.58640654,-1077.099069,-424.6633024,-829.9645975
80,176.5575172,1411.172064,785.8038268,-57.46951847,-391.2170522,940.9176146,405.2040803,498.0524047,-26.19223734,-1688.230028,-112.4659826
81,285.5303902,-532.4899192,645.0552735,1011.842433,-657.9510448,468.3852343,1735.878998,-667.7127206,1681.92174,-852.5858472,22.95975561
82,164.7859662,-11.14561184,11.49889987,-837.6780419,-591.1831038,-667.7202864,326.9625954,330.0351145,2225.944332,1370.989006,-509.8432421
83,180.9689639,324.8696158,997.1179808,30.60182434,-69.64157845,51.57494277,867.2766288,-848.3205228,-325.6694688,470.4331448,311.4470716
84,268.9150477,239.5827599,-369.8011663,972.5357891,2133.868247,406.4154937,-193.1767015,755.7402889,-539.1326368,-749.6903447,32.80874761
85,-946.6391196,-2582.796633,-1153.950364,-347.9618559,-1353.388858,-1032.643102,-436.7483375,-1642.965294,-406.0717963,-535.2701645,25.40520839
86,34.67279092,1154.18403,172.5044165,21.06202134,99.45445703,227.3927751,-1016.738649,-114.7753248,308.7512418,-1370.759983,865.6529228
87,-385.6041805,1081.376034,-631.3759884,-241.3377915,-878.1903428,699.3804836,-1061.222287,-222.4770102,-858.9199078,50.95427701,-1794.229271
88,-156.0236542,1326.461642,-964.6064242,59.89468312,-212.5230448,-762.1145119,-887.7801366,936.3985436,-525.6405931,271.1701846,-801.4968854
89,94.84496061,-647.1814318,472.2471501,930.4084961,-175.3164023,-1421.919872,1997.95608,-856.5493082,-1541.5874,2594.424588,-404.0322939
90,-3.283162196,-1461.732688,-683.4397668,367.544896,190.3115576,-851.7291973,1822.7236,-521.579678,-1184.68659,960.6933985,1329.062847
91,-361.4148959,-817.4930976,-1401.347293,1030.438267,-2047.323613,-1226.621659,967.4461501,-55.35254802,-263.9373486,352.8166065,-152.7744235
92,519.228744,-1298.686722,1276.075346,1325.014053,205.3325638,45.13401543,2339.624806,-276.432845,-259.5769818,364.4812492,1471.321956
93,-153.6968208,1592.770754,-258.5726317,308.331246,-1378.083467,-311.9761079,-840.2903955,-1006.831752,1681.576716,-792.2866618,-531.605908
94,718.9852069,365.8487879,1297.825267,481.1151264,2759.355114,-74.66797825,258.7164402,275.600674,1435.049387,507.2389511,-116.2297004
95,218.9261147,-947.4885949,244.443456,1401.344831,-410.3817937,528.9436184,246.1477887,863.5196584,-804.7537406,2346.647031,-1279.161107
96,419.6946197,-365.55109,938.0925409,296.7331725,829.9861591,-496.102334,-74.80498268,12.23198364,1569.259615,690.4290244,796.6721084
97,183.7024822,-657.9260925,968.8826386,225.5816636,1389.145316,2014.060155,-306.765776,-406.3031304,-864.0449911,-143.5795117,-382.025449
98,181.3741231,359.5043996,-144.5668169,-361.5992808,1064.585136,-937.8802312,433.1079532,-405.9417272,724.3685049,1385.261547,-303.0982534
99,-84.67494079,441.0329073,178.7928657,-799.4223995,240.7875097,289.1205053,412.8708204,-198.3988968,94.19230031,-1147.610945,-358.1140755
100,47.27745302,555.9626797,892.4738873,-422.3148241,104.7140294,228.0533251,201.4799467,540.7735853,-1818.07763,-49.32407015,239.0336012
101,-44.14550923,-1000.330349,1673.985707,161.5592672,1563.404745,-790.5230218,-907.3001215,224.252221,-1678.688363,214.9655906,97.219232
102,-41.00526866,1015.665282,701.0413412,-417.4773499,-1097.496655,1712.305221,-792.1150206,-1045.524557,-1084.856059,1117.305316,-518.9002044
103,69.72268572,-753.7044662,137.6898259,-206.9447106,-678.0954608,753.991467,1065.315492,985.3175089,766.9196697,402.6255311,-1775.888
104,456.1359654,1669.250806,301.9892104,608.1564276,1114.962323,1433.352503,418.3980113,435.5461593,-599.2242775,33.08975114,-854.1612608
105,159.5206545,-719.9405321,-893.5744023,-156.023891,1049.093188,3170.974773,189.4996375,-1348.413088,1264.98333,-300.7838765,-660.608594
106,36.66521667,209.8494779,-1240.6246,222.463164,-88.3755232,98.37790682,381.4162542,67.49225724,16.33808411,284.314519,415.4006262
107,-390.2588806,-1031.48246,-1429.991259,-61.63805217,-1432.73549,87.53147092,938.7468757,607.1116719,-1048.170407,-860.262452,328.301295
108,-348.0575626,-401.2978051,-316.6552951,596.9064812,-987.2866935,-401.2347099,-800.0824761,-1043.129498,-857.0781887,677.4621693,51.82038948
109,25.45462109,-879.1606288,-231.1016076,-1638.807307,-733.3128076,2149.574535,-90.24384967,731.658927,-65.48837514,348.1692352,663.2580897
110,133.4532484,-1104.616598,-30.93625727,1578.865194,-795.5005501,-566.4398537,-307.6912774,269.0240732,524.9178636,1267.411655,499.4982335
111,606.3688975,-62.0531258,1259.16713,704.1110221,-1495.679516,2526.36824,1769.921388,-168.2142228,377.9101017,1324.35875,-172.2007927
112,10.35792367,730.3517904,1104.578474,-1014.825908,-602.3318536,921.4083978,460.8144771,923.7965603,-132.5680147,-289.005211,-1998.639476
113,170.3164813,-1146.000427,47.06609466,824.5572196,531.1783665,-128.241974,-271.7715665,217.1796326,78.21118109,1404.545515,146.4407705
114,-118.542845,-1481.245962,-1272.558135,1518.759337,-1171.160461,764.497453,-268.3727352,-169.7582939,-134.1327828,1221.384959,-192.8418285
115,126.3290712,-33.31928285,-1530.803497,206.6905117,531.042507,239.1455807,1397.896261,55.17135478,298.9774561,1648.50401,-1550.014189
116,615.2741977,-455.8253478,1426.158752,936.1291483,678.3800988,832.6507395,327.0662091,1631.597428,377.7591697,239.8671059,158.9586741
117,245.6444887,192.8639556,-1157.017281,770.6730545,-130.4397338,1821.915098,-75.65047059,420.9182842,246.6021863,-625.5570351,992.1368285
118,101.3908567,1905.063641,-14.77721966,-300.4787856,-355.0287311,-1892.361893,-177.8131437,250.998116,1054.757925,960.0477411,-416.4990824
119,59.65306208,-276.8229948,1123.905306,-173.4638971,-510.0295398,1392.518449,1037.585667,18.79179177,-593.7774478,-2011.880319,589.7036056
120,-107.4122644,-896.3697226,-1962.732009,1584.820527,647.967791,-1139.008193,-1214.401383,870.9617822,-877.9706165,1296.149868,616.4593126
121,126.4665492,536.5965206,404.6954556,191.450872,880.5111992,-454.0803625,85.95197343,751.9465877,562.9897186,-1194.986805,-500.4096673
122,156.3784708,252.8035054,-408.014709,1774.658561,-393.1531948,-162.2184476,769.4301782,330.5327432,-145.2744572,-756.4935289,301.5140574
123,-101.4152003,1039.09644,479.0952241,-778.1835215,1736.774957,-1446.57789,-1582.685642,960.5572245,225.8404786,-549.4985463,-1098.570728
124,258.9416212,2320.799839,117.0908722,534.2011708,317.8850972,434.8079577,540.0944605,732.4240098,-375.2224008,-291.6419864,-1741.022808
125,-313.2313127,-780.3044065,271.1127964,1045.023376,599.0395264,-340.6923439,-1263.172912,-2777.359145,1151.733975,-589.2289865,-448.4650062
126,242.4977049,131.5739679,-1405.560047,-349.7821801,2023.47195,505.3869386,359.2491565,-1582.494478,2243.601895,-1422.794909,1922.324755
127,-198.5605702,-2115.056015,1405.365439,1618.054269,-824.4091213,422.5803723,547.4805721,-813.7944832,-1449.117611,-1317.717343,541.00822
128,52.99372446,-85.11560252,-564.3010333,966.7680112,508.0679094,-755.4627264,-1201.201519,523.2617387,-537.5833686,99.20486253,1576.298973
129,-138.9274281,502.3282401,-862.2669998,160.6611898,-952.6449528,1608.522156,-561.5787496,207.270747,307.7325747,159.2504684,-1958.548955
